TumoID,BirthDate,Classification,Status,StudentSchedule,AttendingSince,RetentionByMonths,RetentionGrouped,Age,Present,PresenceRatio
2.30801E+11,20-Mar-11,U,Suspended,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,14,67,74
2.30318E+11,10-Feb-11,T,Suspended,Friday 17:30,30-Jun-23,25,2 - 2.5 Year,14,83,73
2.30801E+11,17-Jan-10,M,Active,Sunday 17:30,16-Jan-24,18,1.5 - 2 Year,15,81,80
2.40819E+11,19-Jun-12,U,Active,Saturday 17:30,6-Nov-24,8,0.5 - 1 Year,13,39,82
2.30801E+11,23-Jul-10,U,Active,Saturday 15:30,15-Jan-24,18,1.5 - 2 Year,15,82,82
2.30801E+11,8-Jul-11,U,Active,Saturday 17:30,17-Jan-24,18,1.5 - 2 Year,14,71,85
2.30801E+11,11-May-11,U,Active,Saturday 17:30,17-Jan-24,18,1.5 - 2 Year,14,79,80
2.4082E+11,19-Feb-12,U,Active,Tuesday 19:30,5-Nov-24,8,0.5 - 1 Year,13,50,84
2.30802E+11,4-Mar-11,U,Active,Wednesday 15:30,10-Apr-24,15,1 - 1.5 Year,14,58,66
2.30802E+11,25-Jun-10,M,Active,Saturday 17:30,17-Jan-24,18,1.5 - 2 Year,15,86,82
2.30802E+11,27-Jul-11,U,Active,Friday 17:30,15-Jan-24,18,1.5 - 2 Year,14,90,82
2.4082E+11,10-Mar-11,T,Active,Saturday 11:30,9-Nov-24,8,0.5 - 1 Year,14,42,93
2.30803E+11,30-Jul-11,U,Active,Sunday 11:30,18-Jan-24,18,1.5 - 2 Year,14,86,88
2.30803E+11,24-Jul-09,U,Active,Friday 15:30,18-Jan-24,18,1.5 - 2 Year,16,81,81
2.40822E+11,4-May-12,U,Active,Monday 17:30,4-Nov-24,8,0.5 - 1 Year,13,47,90
2.40821E+11,17-Jan-11,T,Suspended,Friday 17:30,4-Nov-24,8,0.5 - 1 Year,14,32,74
2.30804E+11,19-Apr-11,O,Active,Saturday 11:30,18-Jan-24,18,1.5 - 2 Year,14,116,99
2.30804E+11,20-Jul-11,U,Active,Sunday 15:30,16-Jan-24,18,1.5 - 2 Year,14,88,88
2.30804E+11,1-Nov-10,U,Active,Saturday 09:30,16-Jan-24,18,1.5 - 2 Year,14,75,81
2.40822E+11,17-Sep-10,U,Active,Saturday 15:30,6-Nov-24,8,0.5 - 1 Year,14,45,83
2.30804E+11,17-Nov-10,T,Active,Sunday 13:30,15-Jan-24,18,1.5 - 2 Year,14,77,80
2.30804E+11,9-Jul-11,M,Active,Saturday 13:30,20-Jan-24,18,1.5 - 2 Year,14,107,87
2.30804E+11,15-Jan-11,U,Active,Wednesday 19:30,17-Jan-24,18,1.5 - 2 Year,14,76,82
2.40822E+11,7-Aug-11,T,Active,Monday 15:30,4-Nov-24,8,0.5 - 1 Year,13,44,72
2.30805E+11,20-Dec-09,U,Active,Sunday 11:30,18-Jan-24,18,1.5 - 2 Year,15,70,72
2.30805E+11,24-Mar-10,U,Active,Saturday 09:30,5-Dec-23,19,1.5 - 2 Year,15,79,79
2.30805E+11,5-Aug-11,O,Active,Saturday 17:30,6-Dec-23,19,1.5 - 2 Year,13,119,92
2.40823E+11,31-Dec-11,T,Active,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,13,37,71
2.30806E+11,13-Mar-10,M,Active,Wednesday 17:30,6-Dec-23,19,1.5 - 2 Year,15,91,81
2.30806E+11,9-Sep-10,M,Active,Friday 15:30,12-Feb-24,17,1 - 1.5 Year,14,89,86
2.30806E+11,5-Feb-11,U,Active,Saturday 09:30,17-Jan-24,18,1.5 - 2 Year,14,82,86
2.40823E+11,4-Feb-10,T,Suspended,Saturday 15:30,6-Nov-24,8,0.5 - 1 Year,15,23,53
2.30807E+11,12-Apr-10,U,Active,Tuesday 17:30,16-Jan-24,18,1.5 - 2 Year,15,54,61
2.40823E+11,10-Aug-12,U,Active,Friday 17:30,4-Nov-24,8,0.5 - 1 Year,12,53,94
2.30807E+11,29-Jul-11,U,Active,Monday 19:30,7-Dec-23,19,1.5 - 2 Year,14,80,79
2.30318E+11,1-Jan-11,U,Suspended,Saturday 11:30,15-Apr-23,27,2 - 2.5 Year,14,85,75
2.30807E+11,29-Jul-11,M,Active,Saturday 19:30,17-Jan-24,18,1.5 - 2 Year,14,83,83
2.30808E+11,20-Jan-10,M,Active,Monday 15:30,15-Jan-24,18,1.5 - 2 Year,15,75,72
2.30808E+11,28-Feb-11,M,Freeze,Saturday 17:30,6-Dec-23,19,1.5 - 2 Year,14,77,76
2.40825E+11,6-Jun-12,T,Active,Tuesday 15:30,3-Dec-24,7,0.5 - 1 Year,13,33,75
2.30808E+11,29-Jul-11,M,Active,Monday 17:30,15-Jan-24,18,1.5 - 2 Year,14,94,85
2.30808E+11,4-Aug-11,U,Suspended,Sunday 13:30,7-Dec-23,19,1.5 - 2 Year,13,64,66
2.30808E+11,18-Jul-11,U,Active,Saturday 17:30,6-Dec-23,19,1.5 - 2 Year,14,88,81
2.30808E+11,6-Aug-11,U,Active,Monday 17:30,15-Jan-24,18,1.5 - 2 Year,13,83,89
2.30808E+11,14-Jul-11,U,Active,Saturday 09:30,4-Dec-23,19,1.5 - 2 Year,14,101,93
2.30808E+11,3-Aug-11,M,Active,Thursday 15:30,7-Dec-23,19,1.5 - 2 Year,13,94,83
2.30808E+11,3-Jul-11,U,Active,Saturday 13:30,4-Dec-23,19,1.5 - 2 Year,14,69,80
2.40826E+11,30-May-12,U,Active,Wednesday 17:30,6-Nov-24,8,0.5 - 1 Year,13,46,82
2.30809E+11,10-May-11,M,Active,Sunday 11:30,7-Dec-23,19,1.5 - 2 Year,14,99,79
2.30809E+11,5-Aug-11,M,Suspended,Saturday 19:30,6-Dec-23,19,1.5 - 2 Year,13,91,83
2.30809E+11,3-Jun-11,U,Suspended,Wednesday 19:30,17-Jan-24,18,1.5 - 2 Year,14,68,73
2.40826E+11,30-Jul-12,T,Suspended,Saturday 15:30,6-Nov-24,8,0.5 - 1 Year,13,34,65
2.30809E+11,6-Aug-11,M,Active,Friday 19:30,4-Dec-23,19,1.5 - 2 Year,13,80,75
2.30809E+11,15-Jul-07,M,Active,Wednesday 15:30,17-Jan-24,18,1.5 - 2 Year,18,78,76
2.30809E+11,31-Jan-10,T,Active,Wednesday 19:30,14-Feb-24,17,1 - 1.5 Year,15,58,67
2.40827E+11,18-Apr-12,U,Active,Friday 17:30,4-Nov-24,8,0.5 - 1 Year,13,37,75
2.3081E+11,30-Jul-11,M,Active,Saturday 09:30,5-Dec-23,19,1.5 - 2 Year,14,101,84
2.3081E+11,31-Jul-11,T,Active,Monday 17:30,5-Dec-23,19,1.5 - 2 Year,14,76,73
2.3081E+11,26-Jun-11,M,Active,Monday 15:30,4-Dec-23,19,1.5 - 2 Year,14,127,94
2.3081E+11,2-Apr-10,M,Active,Saturday 17:30,6-Dec-23,19,1.5 - 2 Year,15,91,81
2.3081E+11,10-Jul-10,M,Active,Saturday 19:30,6-Dec-23,19,1.5 - 2 Year,15,114,90
2.3081E+11,7-Jul-11,T,Freeze,Tuesday 15:30,16-Jan-24,18,1.5 - 2 Year,14,53,61
2.3081E+11,28-Feb-11,T,Suspended,Monday 17:30,4-Dec-23,19,1.5 - 2 Year,14,60,61
2.40828E+11,31-Jul-12,T,Active,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,13,31,72
2.40828E+11,17-Aug-12,T,Active,Friday 19:30,2-Dec-24,7,0.5 - 1 Year,12,24,60
2.40828E+11,25-Jan-10,T,Active,Saturday 11:30,9-Nov-24,8,0.5 - 1 Year,15,38,80
2.3081E+11,20-Jul-11,U,Active,Monday 17:30,4-Dec-23,19,1.5 - 2 Year,14,85,87
2.40829E+11,3-Jun-12,U,Active,Thursday 15:30,7-Nov-24,8,0.5 - 1 Year,13,56,82
2.30811E+11,24-Jul-11,U,Active,Monday 17:30,4-Dec-23,19,1.5 - 2 Year,14,98,94
2.30812E+11,1-Aug-11,U,Active,Thursday 17:30,7-Dec-23,19,1.5 - 2 Year,14,91,85
2.30812E+11,19-Jan-10,U,Active,Sunday 11:30,18-Jan-24,18,1.5 - 2 Year,15,90,90
2.40829E+11,8-Apr-12,U,Active,Thursday 17:30,7-Nov-24,8,0.5 - 1 Year,13,40,80
2.30812E+11,20-Apr-09,M,Active,Friday 15:30,4-Dec-23,19,1.5 - 2 Year,16,99,90
2.40829E+11,20-Aug-12,U,Active,Monday 17:30,4-Nov-24,8,0.5 - 1 Year,12,45,90
2.30812E+11,12-Jul-11,T,Active,Sunday 09:30,6-Dec-23,19,1.5 - 2 Year,14,58,54
2.4083E+11,27-Aug-12,T,Suspended,Sunday 11:30,7-Dec-24,7,0.5 - 1 Year,12,28,73
2.30813E+11,10-Aug-11,M,Active,Friday 15:30,5-Dec-23,19,1.5 - 2 Year,13,101,89
2.30813E+11,12-Aug-11,M,Active,Wednesday 15:30,6-Dec-23,19,1.5 - 2 Year,13,65,64
2.30813E+11,1-Aug-11,O,Active,Friday 19:30,5-Dec-23,19,1.5 - 2 Year,14,121,89
2.4083E+11,23-May-11,U,Active,Saturday 11:30,9-Nov-24,8,0.5 - 1 Year,14,43,91
2.30814E+11,8-Aug-11,M,Active,Wednesday 15:30,17-Jan-24,18,1.5 - 2 Year,13,88,81
2.30814E+11,13-Aug-11,M,Active,Saturday 09:30,16-Jan-24,18,1.5 - 2 Year,13,90,92
2.30814E+11,16-Apr-11,U,Suspended,Thursday 17:30,18-Jan-24,18,1.5 - 2 Year,14,56,67
2.40831E+11,23-Aug-12,U,Active,Friday 19:30,4-Nov-24,8,0.5 - 1 Year,12,49,98
2.30814E+11,12-Aug-11,U,Active,Saturday 19:30,6-Dec-23,19,1.5 - 2 Year,13,81,72
2.30814E+11,29-Jul-11,U,Active,Wednesday 19:30,13-Feb-24,17,1 - 1.5 Year,14,86,92
2.30814E+11,5-Aug-11,U,Active,Monday 17:30,15-Jan-24,18,1.5 - 2 Year,13,86,82
2.40901E+11,20-Mar-11,U,Active,Thursday 15:30,7-Nov-24,8,0.5 - 1 Year,14,40,72
2.30814E+11,3-Aug-11,M,Active,Monday 15:30,15-Jan-24,18,1.5 - 2 Year,13,88,81
2.30814E+11,29-Apr-11,U,Active,Thursday 17:30,7-Dec-23,19,1.5 - 2 Year,14,104,98
2.40901E+11,4-Sep-11,U,Active,Saturday 09:30,3-Dec-24,7,0.5 - 1 Year,13,43,74
2.30814E+11,5-Aug-11,M,Active,Friday 19:30,4-Dec-23,19,1.5 - 2 Year,13,126,93
2.30814E+11,29-Aug-10,T,Active,Wednesday 15:30,10-Apr-24,15,1 - 1.5 Year,14,43,62
2.30814E+11,11-Aug-11,M,Active,Wednesday 19:30,17-Jan-24,18,1.5 - 2 Year,13,89,87
2.30815E+11,3-Feb-08,M,Active,Saturday 11:30,20-Jan-24,18,1.5 - 2 Year,17,98,98
2.40901E+11,29-Aug-11,U,Active,Sunday 13:30,7-Nov-24,8,0.5 - 1 Year,13,33,68
2.40902E+11,15-Aug-12,U,Active,Saturday 11:30,9-Nov-24,8,0.5 - 1 Year,12,38,77
2.40901E+11,29-Apr-11,T,Active,Saturday 11:30,13-Mar-25,4,0.1 - 0.5 Year,14,14,56
2.30816E+11,30-Jun-11,U,Active,Saturday 09:30,5-Dec-23,19,1.5 - 2 Year,14,92,85
2.30317E+11,1-Nov-08,U,Suspended,Saturday 13:30,12-Oct-23,21,1.5 - 2 Year,16,54,52
2.30816E+11,20-Jun-10,U,Active,Tuesday 17:30,5-Dec-23,19,1.5 - 2 Year,15,97,93
2.30816E+11,8-Aug-11,M,Active,Monday 17:30,4-Dec-23,19,1.5 - 2 Year,13,105,90
2.30816E+11,25-Jan-11,M,Active,Sunday 13:30,6-Dec-23,19,1.5 - 2 Year,14,107,92
2.40902E+11,8-Sep-11,T,Active,Saturday 13:30,9-Nov-24,8,0.5 - 1 Year,13,44,91
2.30816E+11,8-Aug-11,U,Active,Tuesday 15:30,4-Dec-23,19,1.5 - 2 Year,13,74,69
2.30816E+11,20-Jul-11,M,Active,Thursday 19:30,7-Dec-23,19,1.5 - 2 Year,14,99,79
2.30816E+11,30-May-11,U,Active,Wednesday 17:30,17-Jan-24,18,1.5 - 2 Year,14,78,72
2.30816E+11,11-Mar-11,U,Suspended,Monday 17:30,4-Dec-23,19,1.5 - 2 Year,14,79,80
2.30817E+11,15-Aug-11,M,Active,Wednesday 15:30,6-Dec-23,19,1.5 - 2 Year,13,93,86
2.30817E+11,20-Jul-11,U,Active,Wednesday 19:30,16-Jan-24,18,1.5 - 2 Year,14,82,87
2.30817E+11,23-Apr-11,U,Active,Wednesday 17:30,14-Feb-24,17,1 - 1.5 Year,14,73,78
2.40903E+11,31-Aug-12,T,Active,Sunday 17:30,5-Nov-24,8,0.5 - 1 Year,12,40,72
2.30818E+11,6-Aug-11,U,Active,Saturday 15:30,6-Dec-23,19,1.5 - 2 Year,13,89,87
2.30818E+11,22-Dec-10,O,Active,Sunday 15:30,5-Dec-23,19,1.5 - 2 Year,14,113,84
2.30818E+11,30-Jan-08,U,Active,Monday 17:30,4-Dec-23,19,1.5 - 2 Year,17,90,81
2.40903E+11,30-Jul-08,U,Active,Tuesday 17:30,5-Nov-24,8,0.5 - 1 Year,17,41,75
2.40904E+11,22-Apr-12,U,Active,Monday 17:30,4-Nov-24,8,0.5 - 1 Year,13,48,88
2.30819E+11,22-Jul-11,U,Active,Thursday 15:30,7-Dec-23,19,1.5 - 2 Year,14,97,88
2.30819E+11,12-Mar-09,U,Freeze,Saturday 13:30,6-Dec-23,19,1.5 - 2 Year,16,85,82
2.40904E+11,10-Apr-12,T,Active,Friday 19:30,4-Nov-24,8,0.5 - 1 Year,13,43,89
2.40904E+11,25-May-10,T,Active,Tuesday 17:30,8-Oct-24,9,0.5 - 1 Year,15,38,70
2.40212E+11,28-Apr-11,T,Active,Sunday 13:30,12-May-24,14,1 - 1.5 Year,14,60,75
2.3082E+11,29-Jun-11,M,Active,Friday 19:30,4-Dec-23,19,1.5 - 2 Year,14,97,88
2.3082E+11,12-Jun-11,M,Active,Saturday 13:30,17-Jan-24,18,1.5 - 2 Year,14,95,83
2.3082E+11,28-Jan-11,U,Suspended,Thursday 17:30,7-Dec-23,19,1.5 - 2 Year,14,83,83
2.3082E+11,4-May-11,M,Active,Wednesday 17:30,6-Dec-23,19,1.5 - 2 Year,14,107,94
2.3082E+11,11-Jan-11,T,Active,Monday 19:30,4-Dec-23,19,1.5 - 2 Year,14,70,74
2.50114E+11,29-Sep-09,T,Active,Saturday 13:30,15-Feb-25,5,0.1 - 0.5 Year,15,23,71
2.30821E+11,26-Apr-11,M,Active,Wednesday 19:30,6-Dec-23,19,1.5 - 2 Year,14,111,85
2.40904E+11,3-Jun-12,T,Active,Wednesday 17:30,9-Oct-24,9,0.5 - 1 Year,13,50,87
2.30821E+11,11-Aug-11,U,Active,Sunday 13:30,3-Jun-24,13,1 - 1.5 Year,13,55,70
2.40905E+11,23-Feb-11,T,Active,Wednesday 19:30,4-Dec-24,7,0.5 - 1 Year,14,44,91
2.30821E+11,27-Jul-11,M,Active,Tuesday 15:30,5-Dec-23,19,1.5 - 2 Year,14,95,85
2.30821E+11,13-Jan-10,T,Active,Sunday 17:30,16-Jan-24,18,1.5 - 2 Year,15,58,66
2.30821E+11,18-Aug-11,U,Active,Friday 15:30,11-Mar-24,16,1 - 1.5 Year,13,71,78
2.40905E+11,10-Aug-12,T,Active,Sunday 11:30,7-Nov-24,8,0.5 - 1 Year,12,31,70
2.30821E+11,12-Sep-10,M,Active,Saturday 11:30,12-Mar-24,16,1 - 1.5 Year,14,82,95
2.30821E+11,24-May-10,T,Preclosed,Friday 15:30,15-Jan-24,18,1.5 - 2 Year,15,57,64
2.30821E+11,30-Apr-11,U,Suspended,Wednesday 17:30,17-Jan-24,18,1.5 - 2 Year,14,79,82
2.40905E+11,19-Aug-12,T,Active,Sunday 17:30,5-Nov-24,8,0.5 - 1 Year,12,54,93
2.30822E+11,22-Aug-11,O,Active,Monday 17:30,15-Jan-24,18,1.5 - 2 Year,13,146,87
2.40907E+11,24-Jun-12,T,Active,Friday 19:30,4-Nov-24,8,0.5 - 1 Year,13,34,73
2.30822E+11,29-May-11,T,Suspended,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,14,49,54
2.40907E+11,6-Sep-12,T,Suspended,Monday 15:30,4-Nov-24,8,0.5 - 1 Year,12,33,64
2.40907E+11,5-Jan-12,U,Suspended,Saturday 13:30,12-Oct-24,9,0.5 - 1 Year,13,41,82
2.30822E+11,16-Oct-09,M,Active,Sunday 13:30,18-Jan-24,18,1.5 - 2 Year,15,100,81
2.30822E+11,15-Aug-11,U,Active,Monday 17:30,15-Jan-24,18,1.5 - 2 Year,13,95,90
2.30316E+11,14-Mar-11,M,Freeze,Sunday 13:30,14-Sep-23,22,1.5 - 2 Year,14,109,74
2.30822E+11,29-Jun-11,U,Active,Saturday 15:30,17-Jan-24,18,1.5 - 2 Year,14,70,75
2.30823E+11,2-Aug-11,U,Suspended,Wednesday 17:30,14-Feb-24,17,1 - 1.5 Year,13,71,78
2.30823E+11,22-Jul-11,U,Freeze,Sunday 13:30,17-Jan-24,18,1.5 - 2 Year,14,89,84
2.40907E+11,7-Jul-12,U,Suspended,Wednesday 17:30,6-Nov-24,8,0.5 - 1 Year,13,39,69
2.30823E+11,18-Jan-11,T,Suspended,Tuesday 15:30,15-Jan-24,18,1.5 - 2 Year,14,59,59
2.30823E+11,19-Oct-08,U,Active,Saturday 17:30,17-Jan-24,18,1.5 - 2 Year,16,80,73
2.30823E+11,5-Mar-08,U,Suspended,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,17,61,67
2.30823E+11,2-Dec-10,U,Active,Tuesday 17:30,18-Jan-24,18,1.5 - 2 Year,14,76,80
2.30823E+11,2-Nov-09,O,Active,Monday 17:30,17-Jan-24,18,1.5 - 2 Year,15,100,78
2.30823E+11,27-Dec-10,T,Active,Tuesday 17:30,16-Jan-24,18,1.5 - 2 Year,14,51,60
2.30823E+11,22-Feb-10,U,Freeze,Wednesday 15:30,15-Jan-24,18,1.5 - 2 Year,15,68,69
2.40907E+11,25-Jul-12,T,Active,Wednesday 17:30,6-Nov-24,8,0.5 - 1 Year,13,43,79
2.30824E+11,10-Aug-11,M,Suspended,Saturday 15:30,17-Jan-24,18,1.5 - 2 Year,13,86,81
2.40908E+11,29-Sep-10,U,Active,Friday 17:30,4-Nov-24,8,0.5 - 1 Year,14,41,74
2.30824E+11,21-May-10,U,Active,Saturday 19:30,18-Jan-24,18,1.5 - 2 Year,15,76,88
2.40908E+11,27-Jun-12,U,Active,Monday 17:30,4-Nov-24,8,0.5 - 1 Year,13,49,90
2.30824E+11,10-Apr-11,U,Suspended,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,14,98,74
2.30824E+11,18-Aug-11,M,Active,Wednesday 19:30,17-Jan-24,18,1.5 - 2 Year,13,102,90
2.30824E+11,2-Jun-11,U,Preclosed,Friday 19:30,15-Jan-24,18,1.5 - 2 Year,14,76,67
2.40908E+11,17-Jun-12,U,Active,Sunday 11:30,7-Nov-24,8,0.5 - 1 Year,13,46,85
2.30825E+11,25-Aug-11,U,Suspended,Tuesday 17:30,16-Jan-24,18,1.5 - 2 Year,13,62,65
2.30825E+11,12-Apr-11,U,Active,Sunday 15:30,16-Jan-24,18,1.5 - 2 Year,14,67,68
2.30825E+11,22-Aug-11,M,Active,Tuesday 15:30,16-Jan-24,18,1.5 - 2 Year,13,86,79
2.30825E+11,24-Aug-11,U,Suspended,Friday 15:30,15-Jan-24,18,1.5 - 2 Year,13,65,67
2.30825E+11,5-Dec-10,M,Active,Thursday 17:30,18-Jan-24,18,1.5 - 2 Year,14,92,86
2.30825E+11,24-Aug-11,M,Active,Saturday 09:30,15-Jan-24,18,1.5 - 2 Year,13,101,92
2.40911E+11,22-Aug-12,U,Active,Sunday 13:30,5-Dec-24,7,0.5 - 1 Year,12,41,83
2.40909E+11,13-Mar-12,T,Active,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,13,32,82
2.30825E+11,14-Jul-11,U,Active,Thursday 19:30,17-Jan-24,18,1.5 - 2 Year,14,88,91
2.30825E+11,23-Nov-10,M,Active,Friday 15:30,15-Jan-24,18,1.5 - 2 Year,14,103,93
2.40911E+11,21-Jun-12,U,Active,Saturday 19:30,6-Nov-24,8,0.5 - 1 Year,13,49,98
2.4091E+11,10-May-12,T,Active,Saturday 11:30,7-Dec-24,7,0.5 - 1 Year,13,40,95
2.30826E+11,23-Aug-11,U,Active,Sunday 13:30,17-Jan-24,18,1.5 - 2 Year,13,86,71
2.30826E+11,12-Aug-11,U,Active,Wednesday 15:30,17-Jan-24,18,1.5 - 2 Year,13,80,77
2.40911E+11,17-Feb-11,T,Active,Friday 17:30,4-Nov-24,8,0.5 - 1 Year,14,24,61
2.40911E+11,6-Sep-12,T,Active,Saturday 15:30,6-Nov-24,8,0.5 - 1 Year,12,46,93
2.30826E+11,27-Aug-10,T,Freeze,Sunday 09:30,18-Jan-24,18,1.5 - 2 Year,14,66,70
2.30826E+11,12-Jul-11,M,Active,Wednesday 17:30,15-Jan-24,18,1.5 - 2 Year,14,79,76
2.30826E+11,25-Aug-11,U,Active,Monday 17:30,15-Jan-24,18,1.5 - 2 Year,13,68,74
2.30826E+11,20-Aug-11,U,Active,Monday 17:30,16-Jan-24,18,1.5 - 2 Year,13,82,80
2.40912E+11,22-Jun-12,T,Active,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,13,38,88
2.30827E+11,23-Aug-11,U,Active,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,13,94,95
2.30827E+11,3-Jan-10,U,Active,Sunday 15:30,16-Jan-24,18,1.5 - 2 Year,15,61,64
2.40912E+11,5-Apr-12,T,Suspended,Friday 17:30,4-Nov-24,8,0.5 - 1 Year,13,36,78
2.30827E+11,25-Aug-11,U,Active,Monday 15:30,18-Jan-24,18,1.5 - 2 Year,13,78,77
2.40912E+11,10-Sep-12,T,Active,Friday 19:30,4-Nov-24,8,0.5 - 1 Year,12,31,79
2.30827E+11,1-Jan-11,U,Suspended,Saturday 17:30,16-Jan-24,18,1.5 - 2 Year,14,82,75
2.40912E+11,10-Sep-12,T,Active,Friday 19:30,4-Nov-24,8,0.5 - 1 Year,12,35,89
2.30827E+11,27-Jul-11,M,Active,Sunday 17:30,16-Jan-24,18,1.5 - 2 Year,14,96,91
2.30827E+11,16-Jan-11,U,Active,Sunday 09:30,18-Jan-24,18,1.5 - 2 Year,14,94,89
2.30828E+11,28-Aug-11,M,Active,Wednesday 15:30,17-Jan-24,18,1.5 - 2 Year,13,99,90
2.40912E+11,23-May-12,U,Active,Tuesday 19:30,5-Nov-24,8,0.5 - 1 Year,13,51,86
2.30828E+11,26-Aug-11,M,Active,Sunday 13:30,12-Feb-24,17,1 - 1.5 Year,13,87,92
2.40912E+11,19-Aug-12,T,Active,Wednesday 19:30,6-Nov-24,8,0.5 - 1 Year,12,31,60
2.40913E+11,29-Aug-12,U,Active,Monday 15:30,4-Nov-24,8,0.5 - 1 Year,12,48,80
2.40913E+11,30-Jul-12,U,Active,Friday 17:30,4-Nov-24,8,0.5 - 1 Year,13,44,93
2.30828E+11,26-Aug-11,U,Freeze,Thursday 19:30,14-Mar-24,16,1 - 1.5 Year,13,47,51
2.40914E+11,17-Mar-11,U,Active,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,14,46,92
2.30828E+11,9-Aug-11,U,Active,Wednesday 15:30,17-Jan-24,18,1.5 - 2 Year,13,83,85
2.40913E+11,2-Jun-12,U,Suspended,Saturday 19:30,6-Nov-24,8,0.5 - 1 Year,13,45,86
2.30828E+11,26-Jul-11,U,Active,Monday 15:30,15-Jan-24,18,1.5 - 2 Year,14,70,68
2.30828E+11,12-Jul-11,U,Active,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,14,93,90
2.30828E+11,17-Aug-11,U,Active,Wednesday 17:30,14-Feb-24,17,1 - 1.5 Year,13,68,77
2.40914E+11,14-Sep-12,U,Active,Thursday 15:30,7-Nov-24,8,0.5 - 1 Year,12,51,92
2.30828E+11,21-Jul-11,U,Suspended,Saturday 13:30,17-Jan-24,18,1.5 - 2 Year,14,49,56
2.30829E+11,21-Apr-11,U,Active,Tuesday 17:30,16-Jan-24,18,1.5 - 2 Year,14,61,63
2.30829E+11,1-Nov-09,U,Active,Sunday 09:30,18-Jan-24,18,1.5 - 2 Year,15,77,81
2.40914E+11,23-Jul-12,T,Active,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,13,44,89
2.30829E+11,15-Jan-10,U,Active,Friday 19:30,15-Jan-24,18,1.5 - 2 Year,15,69,76
2.30829E+11,4-Dec-08,U,Active,Sunday 09:30,18-Jan-24,18,1.5 - 2 Year,16,83,88
2.30829E+11,2-Oct-08,M,Active,Saturday 13:30,17-Jan-24,18,1.5 - 2 Year,16,100,90
2.30829E+11,19-May-11,M,Active,Thursday 15:30,18-Jan-24,18,1.5 - 2 Year,14,97,79
2.30829E+11,28-Aug-11,M,Active,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,13,106,95
2.30829E+11,28-Aug-11,M,Active,Saturday 11:30,20-Jan-24,18,1.5 - 2 Year,13,75,78
2.30829E+11,2-Feb-08,U,Active,Saturday 17:30,15-Jan-24,18,1.5 - 2 Year,17,80,74
2.40915E+11,16-Aug-12,T,Active,Sunday 17:30,3-Dec-24,7,0.5 - 1 Year,12,35,74
2.30829E+11,25-Aug-11,M,Active,Tuesday 17:30,16-Jan-24,18,1.5 - 2 Year,13,79,79
2.40915E+11,14-Sep-12,T,Active,Monday 19:30,2-Dec-24,7,0.5 - 1 Year,12,43,91
2.3083E+11,5-Jul-11,M,Suspended,Saturday 15:30,15-Jan-24,18,1.5 - 2 Year,14,109,93
2.40916E+11,3-Sep-12,U,Active,Thursday 17:30,2-Dec-24,7,0.5 - 1 Year,12,43,84
2.3083E+11,15-Aug-11,M,Active,Sunday 17:30,16-Jan-24,18,1.5 - 2 Year,13,101,93
2.3083E+11,30-Mar-11,U,Active,Saturday 17:30,17-Jan-24,18,1.5 - 2 Year,14,86,84
2.3083E+11,3-Mar-11,U,Active,Thursday 17:30,18-Jan-24,18,1.5 - 2 Year,14,82,89
2.40916E+11,4-Aug-12,T,Freeze,Monday 17:30,2-Dec-24,7,0.5 - 1 Year,12,30,63
2.3083E+11,21-Sep-10,U,Active,Sunday 11:30,18-Jan-24,18,1.5 - 2 Year,14,81,91
2.3083E+11,1-Jul-10,U,Active,Monday 15:30,15-Jan-24,18,1.5 - 2 Year,15,104,93
2.3083E+11,18-Jun-08,U,Active,Thursday 17:30,17-Jan-24,18,1.5 - 2 Year,17,72,81
2.40917E+11,10-Sep-12,U,Suspended,Tuesday 15:30,3-Dec-24,7,0.5 - 1 Year,12,37,82
2.3083E+11,6-Apr-11,M,Active,Saturday 13:30,12-Mar-24,16,1 - 1.5 Year,14,103,96
2.3083E+11,24-Jul-11,U,Freeze,Sunday 17:30,16-Jan-24,18,1.5 - 2 Year,14,73,73
2.30831E+11,29-Aug-11,U,Active,Monday 19:30,15-Jan-24,18,1.5 - 2 Year,13,84,84
2.40917E+11,8-Dec-09,T,Active,Sunday 17:30,14-Jan-25,6,0.5 - 1 Year,15,18,37
2.30831E+11,4-Oct-08,M,Active,Monday 15:30,15-Jan-24,18,1.5 - 2 Year,16,107,93
2.30831E+11,2-Jun-10,M,Active,Wednesday 17:30,13-Mar-24,16,1 - 1.5 Year,15,89,90
2.30831E+11,4-Oct-10,M,Active,Thursday 17:30,18-Jan-24,18,1.5 - 2 Year,14,95,95
