TumoID,BirthDate,Classification,Status,StudentSchedule,AttendingSince,RetentionByMonths,RetentionGrouped,Age,Present,PresenceRatio
2.30326E+11,11-Jul-10,M,Active,Sunday 13:30,14-Sep-23,22,1.5 - 2 Year,15,109,85
2.30113E+11,9-Nov-10,U,Active,Friday 17:30,12-Apr-23,27,2 - 2.5 Year,14,120,90
2.40401E+11,20-Mar-12,T,Active,Wednesday 15:30,5-Jun-24,13,1 - 1.5 Year,13,64,86
2.50414E+11,29-Jan-13,T,Active,Wednesday 19:30,7-May-25,2,0.1 - 0.5 Year,12,13,81
2.21109E+11,27-Sep-10,M,Active,Thursday 17:30,12-Apr-23,27,2 - 2.5 Year,14,134,84
2.30629E+11,14-Jan-10,M,Active,Saturday 17:30,9-Oct-23,21,1.5 - 2 Year,15,101,81
2.31013E+11,29-Jun-11,U,Active,Tuesday 17:30,16-Jan-24,18,1.5 - 2 Year,14,81,83
2.41211E+11,15-Mar-11,U,Active,Tuesday 15:30,14-Jan-25,6,0.5 - 1 Year,14,35,85
2.41214E+11,11-Nov-12,T,Active,Saturday 19:30,15-Jan-25,6,0.5 - 1 Year,12,30,75
2.40823E+11,9-Aug-12,U,Active,Sunday 09:30,7-Nov-24,8,0.5 - 1 Year,12,58,95
2.41012E+11,20-Jun-09,U,Active,Sunday 17:30,3-Dec-24,7,0.5 - 1 Year,16,42,82
2.50329E+11,4-Jan-13,T,Active,Tuesday 15:30,8-Apr-25,3,0.1 - 0.5 Year,12,23,95
2.30221E+11,7-Aug-10,M,Suspended,Friday 15:30,12-Sep-23,22,1.5 - 2 Year,14,100,78
2.11006E+11,31-Jul-09,O,Active,Thursday 17:30,21-Nov-21,44,3+ Year,16,224,88
2.50601E+11,30-Mar-12,null,Active,Monday 15:30,7-Jul-25,0,0 Month,13,6,100
2.41208E+11,4-Dec-12,T,Active,Tuesday 15:30,14-Jan-25,6,0.5 - 1 Year,12,32,76
2.30914E+11,22-Aug-10,O,Active,Friday 19:30,4-Dec-23,19,1.5 - 2 Year,14,118,95
2.50531E+11,15-Apr-11,null,Active,Thursday 15:30,10-Jul-25,0,0 Month,14,6,100
2.40529E+11,14-Feb-11,T,Active,Saturday 15:30,11-Sep-24,10,0.5 - 1 Year,14,47,83
2.50204E+11,23-Jun-11,T,Active,Friday 17:30,10-Feb-25,5,0.1 - 0.5 Year,14,32,86
2.50109E+11,31-Dec-12,U,Active,Thursday 15:30,13-Feb-25,5,0.1 - 0.5 Year,12,34,91
2.40426E+11,29-Dec-11,U,Active,Thursday 19:30,12-May-24,14,1 - 1.5 Year,13,70,87
2.11207E+11,12-Aug-08,U,Suspended,Monday 15:30,7-Feb-22,41,3+ Year,16,134,72
2.40314E+11,25-Jul-11,M,Active,Wednesday 17:30,10-Apr-24,15,1 - 1.5 Year,14,86,93
2.20328E+11,12-Jan-09,U,Active,Sunday 09:30,25-Sep-22,34,2.5 - 3 Year,16,151,91
2.31128E+11,12-Nov-11,T,Active,Saturday 17:30,17-Feb-24,17,1 - 1.5 Year,13,74,88
2.20208E+11,23-Jun-09,M,Active,Sunday 11:30,8-Jun-22,37,3+ Year,16,167,82
2.50403E+11,5-Nov-12,T,Active,Tuesday 15:30,6-May-25,2,0.1 - 0.5 Year,12,16,80
2.50321E+11,13-Apr-10,T,Active,Monday 15:30,7-Apr-25,3,0.1 - 0.5 Year,15,23,95
2.31013E+11,6-Jul-11,U,Suspended,Monday 15:30,12-Feb-24,17,1 - 1.5 Year,14,73,74
2.31001E+11,7-Sep-11,M,Active,Thursday 17:30,7-Dec-23,19,1.5 - 2 Year,13,90,81
2.40127E+11,21-May-11,M,Active,Saturday 11:30,17-Feb-24,17,1 - 1.5 Year,14,91,89
2.30912E+11,19-Jul-10,U,Active,Friday 19:30,4-Dec-23,19,1.5 - 2 Year,15,77,76
2.31224E+11,15-Feb-10,M,Active,Saturday 09:30,13-Feb-24,17,1 - 1.5 Year,15,86,86
2.40411E+11,28-Jul-11,T,Active,Saturday 09:30,7-May-24,14,1 - 1.5 Year,14,74,92
2.3052E+11,18-Feb-11,M,Suspended,Saturday 11:30,16-Sep-23,22,1.5 - 2 Year,14,114,85
2.40418E+11,31-Mar-12,U,Active,Thursday 19:30,12-May-24,14,1 - 1.5 Year,13,64,81
2.41029E+11,2-Apr-12,T,Suspended,Sunday 17:30,3-Dec-24,7,0.5 - 1 Year,13,22,55
2.40711E+11,11-Jan-12,U,Active,Friday 19:30,7-Oct-24,9,0.5 - 1 Year,13,44,81
2.50518E+11,9-Sep-11,null,Suspended,Wednesday 15:30,4-Jun-25,1,0.1 - 0.5 Year,13,5,41
2.01217E+11,27-Oct-08,M,Active,Wednesday 17:30,25-Jan-21,54,3+ Year,16,217,77
2.5042E+11,15-May-12,T,Active,Tuesday 15:30,6-May-25,2,0.1 - 0.5 Year,13,15,93
2.30127E+11,31-Jul-10,O,Active,Thursday 19:30,8-Jun-23,25,2 - 2.5 Year,15,152,95
2.20705E+11,18-Jan-10,M,Active,Sunday 15:30,16-Feb-23,29,2 - 2.5 Year,15,108,68
2.50506E+11,1-Jul-12,T,Active,Thursday 15:30,2-Jun-25,1,0.1 - 0.5 Year,13,10,83
2.40201E+11,18-Jul-10,U,Active,Monday 17:30,11-Mar-24,16,1 - 1.5 Year,15,75,79
2.40902E+11,26-Dec-11,T,Active,Monday 19:30,4-Nov-24,8,0.5 - 1 Year,13,52,96
2.31226E+11,13-Dec-11,U,Active,Saturday 11:30,17-Feb-24,17,1 - 1.5 Year,13,84,95
2.50221E+11,7-Nov-12,T,Active,Saturday 17:30,9-Apr-25,3,0.1 - 0.5 Year,12,15,78
2.40925E+11,3-May-11,T,Active,Friday 19:30,4-Nov-24,8,0.5 - 1 Year,14,43,95
2.50412E+11,30-Jun-12,T,Active,Tuesday 19:30,6-May-25,2,0.1 - 0.5 Year,13,15,83
2.4092E+11,7-Nov-11,T,Suspended,Sunday 11:30,7-Nov-24,8,0.5 - 1 Year,13,35,67
2.31017E+11,14-Oct-11,U,Suspended,Saturday 17:30,14-Feb-24,17,1 - 1.5 Year,13,67,79
2.50125E+11,4-Jul-12,T,Suspended,Tuesday 19:30,11-Feb-25,5,0.1 - 0.5 Year,13,23,74
2.50125E+11,6-May-12,T,Active,Monday 17:30,10-Feb-25,5,0.1 - 0.5 Year,13,28,80
2.30404E+11,14-Mar-11,M,Active,Sunday 11:30,14-Sep-23,22,1.5 - 2 Year,14,132,88
2.40913E+11,13-Jul-12,T,Active,Friday 15:30,2-Dec-24,7,0.5 - 1 Year,13,32,64
2.50414E+11,2-Sep-11,T,Active,Friday 15:30,6-May-25,2,0.1 - 0.5 Year,13,20,83
2.50131E+11,28-Oct-10,T,Active,Sunday 17:30,11-Feb-25,5,0.1 - 0.5 Year,14,22,78
2.21221E+11,20-Dec-10,M,Active,Saturday 11:30,12-Apr-23,27,2 - 2.5 Year,14,116,83
2.40722E+11,5-Mar-11,T,Active,Friday 19:30,7-Oct-24,9,0.5 - 1 Year,14,37,78
2.50217E+11,12-Feb-13,T,Active,Saturday 19:30,9-Apr-25,3,0.1 - 0.5 Year,12,23,92
2.50116E+11,28-Feb-10,T,Active,Monday 15:30,10-Feb-25,5,0.1 - 0.5 Year,15,33,94
2.40828E+11,19-May-11,U,Active,Tuesday 15:30,5-Nov-24,8,0.5 - 1 Year,14,51,89
2.40326E+11,11-Nov-11,U,Active,Thursday 17:30,11-Apr-24,15,1 - 1.5 Year,13,67,81
2.40418E+11,10-Mar-12,U,Active,Friday 19:30,12-May-24,14,1 - 1.5 Year,13,63,76
2.40302E+11,14-Jan-11,U,Active,Sunday 11:30,11-Apr-24,15,1 - 1.5 Year,14,68,77
2.40228E+11,23-Feb-12,U,Active,Saturday 13:30,4-Jun-24,13,1 - 1.5 Year,13,73,93
2.50414E+11,4-Nov-12,T,Active,Tuesday 19:30,6-May-25,2,0.1 - 0.5 Year,12,14,73
2.41026E+11,15-Sep-09,T,Active,Wednesday 15:30,4-Dec-24,7,0.5 - 1 Year,15,40,90
2.50213E+11,21-Jan-13,U,Active,Monday 17:30,13-Mar-25,4,0.1 - 0.5 Year,12,34,91
2.20902E+11,26-Jul-10,T,Freeze,Saturday 13:30,19-Jan-23,30,2.5 - 3 Year,15,84,64
2.41111E+11,6-Mar-12,U,Active,Wednesday 15:30,4-Dec-24,7,0.5 - 1 Year,13,50,92
2.30428E+11,27-Apr-11,O,Active,Wednesday 17:30,13-Sep-23,22,1.5 - 2 Year,14,135,93
2.40103E+11,3-Jan-12,U,Active,Sunday 15:30,13-Feb-24,17,1 - 1.5 Year,13,80,86
2.3011E+11,5-Nov-10,M,Active,Wednesday 15:30,7-Jun-23,25,2 - 2.5 Year,14,134,88
2.40225E+11,6-Feb-12,M,Active,Sunday 15:30,14-Mar-24,16,1 - 1.5 Year,13,94,93
2.30117E+11,4-Jan-11,U,Active,Sunday 11:30,12-Apr-23,27,2 - 2.5 Year,14,98,72
2.30502E+11,25-Apr-11,M,Active,Sunday 11:30,12-Sep-23,22,1.5 - 2 Year,14,126,88
2.40907E+11,25-Nov-10,U,Active,Friday 19:30,7-Oct-24,9,0.5 - 1 Year,14,45,81
2.30613E+11,5-Jun-11,M,Suspended,Saturday 19:30,6-Dec-23,19,1.5 - 2 Year,14,102,89
2.30918E+11,15-Jul-11,U,Active,Tuesday 19:30,13-Mar-24,16,1 - 1.5 Year,14,68,73
2.30925E+11,17-Mar-09,O,Active,Wednesday 17:30,18-Jan-24,18,1.5 - 2 Year,16,121,91
2.40823E+11,13-Jan-11,U,Active,Sunday 09:30,7-Nov-24,8,0.5 - 1 Year,14,46,88
2.20906E+11,12-Aug-10,O,Active,Wednesday 15:30,17-Feb-23,29,2 - 2.5 Year,14,140,82
2.10428E+11,17-Mar-09,M,Active,Monday 17:30,10-May-21,50,3+ Year,16,201,83
2.31018E+11,12-Mar-11,M,Active,Friday 17:30,15-Jan-24,18,1.5 - 2 Year,14,105,91
2.40306E+11,10-Aug-10,U,Active,Monday 17:30,8-Apr-24,15,1 - 1.5 Year,14,76,87
2.40124E+11,22-Dec-11,M,Active,Sunday 13:30,15-Feb-24,17,1 - 1.5 Year,13,83,83
2.50522E+11,3-Oct-12,T,Active,Thursday 15:30,5-Jun-25,1,0.1 - 0.5 Year,12,12,100
2.40217E+11,15-Oct-11,U,Active,Friday 17:30,8-Apr-24,15,1 - 1.5 Year,13,73,89
2.30506E+11,13-Jun-10,T,Active,Saturday 17:30,11-Nov-23,20,1.5 - 2 Year,15,80,87
2.41002E+11,6-Dec-10,U,Active,Wednesday 17:30,6-Nov-24,8,0.5 - 1 Year,14,36,69
2.31027E+11,5-Feb-09,U,Suspended,Saturday 11:30,16-Jan-24,18,1.5 - 2 Year,16,75,81
2.50612E+11,7-May-13,null,Active,Monday 15:30,7-Jul-25,0,0 Month,12,6,100
2.40304E+11,14-Oct-11,M,Active,Thursday 15:30,9-Apr-24,15,1 - 1.5 Year,13,81,87
2.40204E+11,25-Jan-12,T,Active,Sunday 13:30,11-Mar-24,16,1 - 1.5 Year,13,73,81
2.40226E+11,21-Feb-12,U,Active,Friday 15:30,8-Apr-24,15,1 - 1.5 Year,13,58,77
2.20408E+11,7-Feb-10,M,Active,Saturday 09:30,17-Nov-22,32,2.5 - 3 Year,15,157,88
2.30607E+11,14-May-11,T,Suspended,Saturday 13:30,7-Dec-23,19,1.5 - 2 Year,14,61,64
2.40204E+11,3-Nov-11,U,Active,Sunday 11:30,14-Mar-24,16,1 - 1.5 Year,13,93,94
2.30825E+11,2-Mar-11,U,Active,Friday 17:30,6-Dec-23,19,1.5 - 2 Year,14,74,71
2.40901E+11,2-Jul-12,T,Suspended,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,13,38,80
2.40523E+11,1-May-10,U,Active,Saturday 13:30,6-Jun-24,13,1 - 1.5 Year,15,52,80
2.4093E+11,14-Dec-10,T,Suspended,Saturday 17:30,6-Nov-24,8,0.5 - 1 Year,14,26,54
2.41026E+11,13-Feb-12,T,Active,Thursday 19:30,7-Nov-24,8,0.5 - 1 Year,13,39,73
2.4092E+11,26-Aug-12,U,Active,Saturday 11:30,9-Nov-24,8,0.5 - 1 Year,12,43,89
2.3103E+11,10-Feb-11,T,Active,Monday 15:30,14-Mar-24,16,1 - 1.5 Year,14,75,82
2.3032E+11,17-Mar-11,M,Suspended,Saturday 11:30,16-Sep-23,22,1.5 - 2 Year,14,112,85
2.50228E+11,21-Nov-12,T,Active,Wednesday 15:30,12-Mar-25,4,0.1 - 0.5 Year,12,26,92
2.31101E+11,8-Feb-11,U,Active,Monday 19:30,4-Dec-23,19,1.5 - 2 Year,14,92,80
2.50521E+11,16-Apr-13,T,Active,Wednesday 15:30,4-Jun-25,1,0.1 - 0.5 Year,12,11,91
2.50225E+11,12-May-12,U,Active,Wednesday 19:30,12-Mar-25,4,0.1 - 0.5 Year,13,32,84
2.4082E+11,3-Apr-12,U,Active,Friday 15:30,7-Oct-24,9,0.5 - 1 Year,13,66,94
2.31012E+11,19-Apr-11,M,Active,Saturday 15:30,17-Jan-24,18,1.5 - 2 Year,14,104,97
2.41129E+11,20-Nov-12,T,Active,Saturday 17:30,15-Jan-25,6,0.5 - 1 Year,12,22,59
2.50523E+11,11-Jul-12,T,Active,Thursday 15:30,5-Jun-25,1,0.1 - 0.5 Year,13,11,91
2.4041E+11,9-Jul-11,U,Active,Saturday 11:30,12-Sep-24,10,0.5 - 1 Year,14,62,88
2.21116E+11,20-May-10,U,Suspended,Sunday 11:30,12-May-23,26,2 - 2.5 Year,15,98,72
2.41117E+11,21-Sep-12,U,Suspended,Thursday 19:30,5-Dec-24,7,0.5 - 1 Year,12,34,79
2.40115E+11,1-Jul-11,M,Suspended,Sunday 11:30,15-Feb-24,17,1 - 1.5 Year,14,96,89
2.30106E+11,14-Oct-10,M,Active,Friday 19:30,12-Apr-23,27,2 - 2.5 Year,14,139,86
2.10912E+11,13-Aug-09,O,Freeze,Sunday 13:30,4-Dec-21,43,3+ Year,15,173,74
2.40507E+11,18-Aug-11,U,Active,Tuesday 19:30,4-Jun-24,13,1 - 1.5 Year,13,63,85
2.30218E+11,31-Aug-09,O,Active,Thursday 17:30,9-Jun-23,25,2 - 2.5 Year,15,182,94
2.20215E+11,26-Dec-09,M,Active,Monday 15:30,9-Jun-22,37,3+ Year,15,152,71
2.50215E+11,8-Sep-09,T,Active,Wednesday 17:30,12-Mar-25,4,0.1 - 0.5 Year,15,23,79
2.31118E+11,22-Aug-10,T,Freeze,Monday 19:30,11-Mar-24,16,1 - 1.5 Year,14,76,93
2.3091E+11,3-Jan-10,M,Active,Saturday 19:30,6-Dec-23,19,1.5 - 2 Year,15,106,84
2.40326E+11,24-Feb-10,T,Active,Friday 19:30,8-Apr-24,15,1 - 1.5 Year,15,58,78
2.50411E+11,3-Feb-13,T,Active,Monday 17:30,5-May-25,2,0.1 - 0.5 Year,12,15,100
2.40215E+11,19-Nov-11,U,Active,Thursday 15:30,14-Mar-24,16,1 - 1.5 Year,13,66,70
2.50428E+11,2-Feb-13,T,Active,Friday 17:30,5-May-25,2,0.1 - 0.5 Year,12,14,87
2.40414E+11,6-Jul-11,T,Active,Saturday 13:30,12-May-24,14,1 - 1.5 Year,14,57,80
2.50226E+11,5-Mar-12,U,Active,Wednesday 17:30,12-Mar-25,4,0.1 - 0.5 Year,13,28,90
2.50224E+11,19-Dec-12,T,Active,Saturday 11:30,12-Mar-25,4,0.1 - 0.5 Year,12,21,91
2.50503E+11,28-Apr-13,T,Active,Saturday 19:30,4-Jun-25,1,0.1 - 0.5 Year,12,10,90
2.10708E+11,27-Jun-09,U,Active,Monday 15:30,16-Oct-21,45,3+ Year,16,116,77
2.30831E+11,15-Feb-10,M,Active,Saturday 09:30,13-Feb-24,17,1 - 1.5 Year,15,85,82
2.4022E+11,28-Sep-11,M,Active,Thursday 17:30,14-Mar-24,16,1 - 1.5 Year,13,81,82
2.10708E+11,6-Mar-09,M,Active,Saturday 15:30,24-Oct-21,45,3+ Year,16,162,79
2.10922E+11,21-Apr-09,M,Active,Tuesday 15:30,9-Apr-24,15,1 - 1.5 Year,16,108,95
2.4113E+11,15-Nov-12,T,Suspended,Sunday 13:30,16-Jan-25,6,0.5 - 1 Year,12,31,77
2.41126E+11,28-Sep-12,T,Active,Monday 15:30,13-Jan-25,6,0.5 - 1 Year,12,36,85
2.41113E+11,5-Aug-12,T,Active,Friday 19:30,13-Jan-25,6,0.5 - 1 Year,12,27,84
2.50202E+11,25-Jun-12,T,Active,Sunday 09:30,13-Feb-25,5,0.1 - 0.5 Year,13,26,78
2.30819E+11,29-Apr-11,U,Suspended,Friday 19:30,4-Dec-23,19,1.5 - 2 Year,14,83,74
2.31219E+11,2-May-11,U,Active,Tuesday 17:30,12-Mar-24,16,1 - 1.5 Year,14,79,89
2.50224E+11,15-Aug-12,T,Active,Sunday 11:30,10-Apr-25,3,0.1 - 0.5 Year,12,13,72
2.30406E+11,20-Nov-09,M,Active,Saturday 09:30,14-Sep-23,22,1.5 - 2 Year,15,126,92
2.40817E+11,29-Jun-12,U,Active,Saturday 09:30,5-Nov-24,8,0.5 - 1 Year,13,43,87
2.30917E+11,7-Sep-10,U,Suspended,Saturday 17:30,6-Dec-23,19,1.5 - 2 Year,14,67,72
2.20226E+11,21-Dec-08,M,Active,Sunday 17:30,6-Jun-22,37,3+ Year,16,141,78
2.30927E+11,23-Jun-11,U,Suspended,Friday 19:30,9-Oct-23,21,1.5 - 2 Year,14,100,86
2.40111E+11,22-Nov-11,T,Suspended,Sunday 11:30,15-Feb-24,17,1 - 1.5 Year,13,89,89
2.40928E+11,27-Sep-12,M,Active,Saturday 17:30,6-Nov-24,8,0.5 - 1 Year,12,58,93
2.30715E+11,12-Jul-11,M,Active,Saturday 19:30,8-Nov-23,20,1.5 - 2 Year,14,98,84
2.40502E+11,2-Feb-11,U,Active,Saturday 13:30,4-Jun-24,13,1 - 1.5 Year,14,66,89
2.31025E+11,2-Aug-11,M,Suspended,Friday 19:30,12-Feb-24,17,1 - 1.5 Year,13,72,75
2.40108E+11,7-Sep-10,U,Active,Monday 17:30,12-Feb-24,17,1 - 1.5 Year,14,78,86
2.41113E+11,29-Sep-11,U,Active,Saturday 09:30,3-Dec-24,7,0.5 - 1 Year,13,43,87
2.40927E+11,27-Apr-12,T,Suspended,Sunday 13:30,7-Nov-24,8,0.5 - 1 Year,13,37,75
2.50427E+11,22-Jul-12,T,Active,Saturday 15:30,4-Jun-25,1,0.1 - 0.5 Year,13,11,91
2.10712E+11,7-Feb-09,M,Active,Saturday 11:30,23-Oct-21,45,3+ Year,16,180,83
2.40121E+11,23-Sep-11,T,Active,Saturday 13:30,17-Feb-24,17,1 - 1.5 Year,13,74,89
2.30527E+11,17-Feb-11,O,Active,Saturday 11:30,14-Sep-23,22,1.5 - 2 Year,14,142,92
2.50305E+11,21-Jan-13,T,Active,Sunday 11:30,10-Apr-25,3,0.1 - 0.5 Year,12,19,82
1911070040,20-Sep-07,O,Active,Wednesday 19:30,28-Nov-19,68,3+ Year,17,330,77
2.30504E+11,28-Nov-10,M,Active,Friday 15:30,11-Sep-23,22,1.5 - 2 Year,14,122,87
2.10712E+11,27-Dec-08,M,Active,Thursday 17:30,24-Oct-21,45,3+ Year,16,200,89
2.40615E+11,10-May-11,U,Active,Saturday 13:30,11-Sep-24,10,0.5 - 1 Year,14,54,87
2.40226E+11,8-Feb-12,U,Active,Tuesday 17:30,12-Mar-24,16,1 - 1.5 Year,13,62,72
2.30819E+11,12-Jul-11,M,Active,Monday 17:30,4-Dec-23,19,1.5 - 2 Year,14,102,93
2.4111E+11,28-Oct-12,T,Freeze,Monday 19:30,13-Jan-25,6,0.5 - 1 Year,12,21,53
2.50316E+11,2-Dec-12,T,Suspended,Wednesday 19:30,9-Apr-25,3,0.1 - 0.5 Year,12,10,50
2.2043E+11,17-Dec-09,M,Freeze,Saturday 11:30,16-Jan-23,30,2.5 - 3 Year,15,99,66
2.11028E+11,14-Oct-09,M,Active,Friday 17:30,26-Nov-21,44,3+ Year,15,152,73
2.3113E+11,18-Sep-10,M,Active,Friday 17:30,15-Jan-24,18,1.5 - 2 Year,14,90,86
2.40815E+11,27-Jan-12,T,Preclosed,Friday 19:30,7-Oct-24,9,0.5 - 1 Year,13,29,60
2.40611E+11,27-May-12,U,Active,Wednesday 15:30,11-Sep-24,10,0.5 - 1 Year,13,57,93
2.41225E+11,17-Apr-11,U,Active,Monday 15:30,10-Feb-25,5,0.1 - 0.5 Year,14,33,94
2.40507E+11,24-Jun-10,T,Active,Saturday 17:30,4-Jun-24,13,1 - 1.5 Year,15,79,89
2.30822E+11,19-Dec-10,M,Active,Friday 15:30,7-Dec-23,19,1.5 - 2 Year,14,100,90
2.31009E+11,31-Dec-10,M,Active,Wednesday 17:30,17-Jan-24,18,1.5 - 2 Year,14,99,90
2.30826E+11,21-Aug-11,U,Active,Thursday 15:30,5-Dec-23,19,1.5 - 2 Year,13,104,93
2.40912E+11,20-Aug-12,T,Active,Tuesday 19:30,5-Nov-24,8,0.5 - 1 Year,12,46,82
2.40522E+11,25-Aug-10,M,Active,Saturday 15:30,5-Jun-24,13,1 - 1.5 Year,14,62,79
2.2053E+11,30-Apr-10,M,Freeze,Wednesday 15:30,21-Oct-22,33,2.5 - 3 Year,15,131,74
2.40524E+11,1-Feb-12,T,Active,Friday 19:30,13-Jan-25,6,0.5 - 1 Year,13,21,40
2.20512E+11,13-Feb-10,U,Active,Monday 19:30,14-Nov-22,32,2.5 - 3 Year,15,113,62
2.41026E+11,7-Sep-06,T,Suspended,null,5-Dec-24,7,0.5 - 1 Year,18,11,91
2.41026E+11,6-Oct-12,U,Active,Thursday 19:30,7-Nov-24,8,0.5 - 1 Year,12,48,88
2.40703E+11,8-May-12,U,Active,Monday 15:30,7-Oct-24,9,0.5 - 1 Year,13,56,93
2.50409E+11,19-Jan-10,T,Active,Friday 17:30,5-May-25,2,0.1 - 0.5 Year,15,14,77
2.50417E+11,7-Nov-12,null,Active,Wednesday 19:30,7-May-25,2,0.1 - 0.5 Year,12,11,73
2.1061E+11,20-May-09,M,Active,Saturday 15:30,12-Jul-21,48,3+ Year,16,155,68
1806120027,16-May-06,O,Active,Saturday 17:30,22-Oct-18,81,3+ Year,19,354,85
2.30606E+11,20-Sep-10,T,Active,Friday 19:30,14-Mar-24,16,1 - 1.5 Year,14,44,63
2.30826E+11,31-Jul-11,U,Suspended,Saturday 17:30,6-Dec-23,19,1.5 - 2 Year,14,77,75
2.30727E+11,26-Jul-11,U,Active,Saturday 11:30,20-Jan-24,18,1.5 - 2 Year,14,86,95
2.50216E+11,3-Aug-12,T,Active,Thursday 15:30,12-Mar-25,4,0.1 - 0.5 Year,12,22,68
2.21122E+11,18-Jul-10,U,Freeze,Wednesday 17:30,13-May-23,26,2 - 2.5 Year,15,98,74
2.2083E+11,3-Mar-10,M,Active,Sunday 11:30,19-Jan-23,30,2.5 - 3 Year,15,120,77
2.30703E+11,20-Dec-06,U,Active,Monday 15:30,12-Feb-24,17,1 - 1.5 Year,18,69,75
2.50224E+11,17-Mar-12,T,Active,Thursday 17:30,13-Mar-25,4,0.1 - 0.5 Year,13,15,65
2.50218E+11,20-Mar-12,T,Active,Friday 15:30,12-Mar-25,4,0.1 - 0.5 Year,13,22,81
2.5012E+11,17-Nov-12,T,Active,Monday 17:30,10-Feb-25,5,0.1 - 0.5 Year,12,34,97
2.2043E+11,10-Aug-09,M,Active,Sunday 09:30,17-Nov-22,32,2.5 - 3 Year,15,148,93
2.50118E+11,29-Oct-12,T,Active,Tuesday 15:30,11-Feb-25,5,0.1 - 0.5 Year,12,25,78
2.41026E+11,29-Jul-11,T,Active,Sunday 17:30,3-Dec-24,7,0.5 - 1 Year,14,31,67
2.41103E+11,28-Oct-12,U,Active,Thursday 19:30,5-Dec-24,7,0.5 - 1 Year,12,35,74
2.40111E+11,19-Dec-11,M,Active,Saturday 13:30,15-Feb-24,17,1 - 1.5 Year,13,93,94
2.50207E+11,13-Sep-12,T,Active,Monday 17:30,10-Feb-25,5,0.1 - 0.5 Year,12,32,86
2.40515E+11,22-Apr-12,U,Active,Saturday 09:30,10-Sep-24,10,0.5 - 1 Year,13,63,95
2.21106E+11,16-Jun-10,U,Suspended,Saturday 13:30,14-Mar-23,28,2 - 2.5 Year,15,105,79
2.41105E+11,6-Jan-12,T,Active,Thursday 17:30,5-Dec-24,7,0.5 - 1 Year,13,35,79
2.40118E+11,9-Jan-12,M,Suspended,Sunday 13:30,15-Feb-24,17,1 - 1.5 Year,13,75,75
2.1042E+11,22-Jul-06,U,Suspended,null,10-May-21,50,3+ Year,19,118,69
2.50109E+11,1-Dec-11,U,Active,Thursday 15:30,13-Feb-25,5,0.1 - 0.5 Year,13,27,79
2.20824E+11,5-Apr-10,M,Active,Saturday 13:30,20-Jan-23,30,2.5 - 3 Year,15,117,70
2.4032E+11,27-Oct-11,U,Active,Friday 15:30,8-Apr-24,15,1 - 1.5 Year,13,77,90
2.50131E+11,21-Dec-12,T,Active,Sunday 17:30,11-Feb-25,5,0.1 - 0.5 Year,12,26,81
2.40216E+11,23-Jul-11,M,Active,Monday 19:30,15-Mar-24,16,1 - 1.5 Year,14,85,82
2.40817E+11,24-Jul-12,U,Active,Saturday 19:30,9-Oct-24,9,0.5 - 1 Year,13,55,93
2.50429E+11,28-Mar-13,T,Active,Monday 17:30,5-May-25,2,0.1 - 0.5 Year,12,15,100
2.40216E+11,10-Feb-12,M,Active,Friday 17:30,11-Mar-24,16,1 - 1.5 Year,13,94,93
2.4013E+11,8-Nov-11,M,Active,Thursday 17:30,15-Feb-24,17,1 - 1.5 Year,13,91,88
2.30729E+11,23-Jul-11,U,Active,Wednesday 17:30,4-Dec-23,19,1.5 - 2 Year,14,111,89
2.50624E+11,14-Jun-13,null,Active,Thursday 15:30,10-Jul-25,0,0 Month,12,6,100
2.30509E+11,30-Mar-11,M,Active,Saturday 13:30,11-Sep-23,22,1.5 - 2 Year,14,105,77
2.31017E+11,18-Aug-11,U,Suspended,Monday 17:30,12-Feb-24,17,1 - 1.5 Year,13,77,82
2.30614E+11,7-Jun-11,M,Active,Sunday 13:30,7-Dec-23,19,1.5 - 2 Year,14,103,88
2.40608E+11,19-Jul-11,U,Active,Saturday 15:30,11-Sep-24,10,0.5 - 1 Year,14,55,80
2.30612E+11,6-Feb-11,U,Active,Sunday 11:30,7-Dec-23,19,1.5 - 2 Year,14,75,66
2.21124E+11,15-Nov-10,U,Active,Saturday 11:30,15-Mar-23,28,2 - 2.5 Year,14,95,79
2.40825E+11,8-May-12,T,Suspended,Thursday 15:30,7-Nov-24,8,0.5 - 1 Year,13,29,56
2.40507E+11,14-Jun-11,U,Active,Thursday 17:30,4-Jun-24,13,1 - 1.5 Year,14,76,92
2.50506E+11,24-Oct-11,T,Active,Saturday 15:30,4-Jun-25,1,0.1 - 0.5 Year,13,12,100
2.41209E+11,18-May-11,T,Active,Sunday 09:30,16-Jan-25,6,0.5 - 1 Year,14,43,93
2.30414E+11,3-Apr-11,M,Active,Saturday 11:30,14-Sep-23,22,1.5 - 2 Year,14,111,94
2.40622E+11,31-Jan-12,U,Active,Sunday 15:30,8-Oct-24,9,0.5 - 1 Year,13,53,84
2.30522E+11,27-Mar-11,M,Active,Saturday 17:30,17-Jan-24,18,1.5 - 2 Year,14,77,74
2.41009E+11,9-Jul-12,U,Active,Monday 15:30,2-Dec-24,7,0.5 - 1 Year,13,34,70
2.50127E+11,10-Nov-12,T,Active,Friday 17:30,10-Feb-25,5,0.1 - 0.5 Year,12,22,81
2.50626E+11,11-Sep-12,null,Active,Tuesday 17:30,8-Jul-25,0,0 Month,12,5,71
